track_name,artist,album,track_url,preview_url,artist_url,genres,file_location,spectrogram
The Greatest Fear,Parkway Drive,The Greatest Fear,https://api.spotify.com/v1/tracks/3r5dEJenNbM9aNqHNAY7bX,https://p.scdn.co/mp3-preview/5d0d36c7797d68bf2da028aac036c7c82af0cacd?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/159qqlGwzE04xyqpfAwRLo,"['metalcore', 'melodic']",../data/audio/The Greatest Fear-Parkway Drive.wav,../data/images/spectrograms/The Greatest Fear_Parkway Drive_spectro.png
The Great Heathen Army,Amon Amarth,The Great Heathen Army,https://api.spotify.com/v1/tracks/15rzwcnr5ZRaRF7xQjg9Wd,https://p.scdn.co/mp3-preview/d011582e437c1b5723b45a09aaed07630626bbd2?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/3pulcT2wt7FEG10lQlqDJL,"['death', 'metal', 'melodic', 'melodeath', 'folk']",../data/audio/The Great Heathen Army-Amon Amarth.wav,../data/images/spectrograms/The Great Heathen Army_Amon Amarth_spectro.png
Rain Down,Solence,Rain Down,https://api.spotify.com/v1/tracks/0WcS5eAg9byayXJFZ75eEi,https://p.scdn.co/mp3-preview/c4948ffbc5cb8a34b1c08d3301561f34bb52e607?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/4fnono0JCZFAeeaecrI7kg,['post-hardcore'],../data/audio/Rain Down-Solence.wav,../data/images/spectrograms/Rain Down_Solence_spectro.png
Fuckboi (feat. Conquer Divide),Electric Callboy,Fuckboi (feat. Conquer Divide),https://api.spotify.com/v1/tracks/5TcdxibMGG4QVSW4H2ELpO,https://p.scdn.co/mp3-preview/5efaddd6ced8591938aafe9cc23593c6aa6be7ea?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/1WNoKxsp715jez1Td4vthc,"['comic', 'metal', 'metalcore', 'trancecore']",../data/audio/Fuckboi feat Conquer Divide-Electric Callboy.wav,../data/images/spectrograms/Fuckboi feat Conquer Divide_Electric Callboy_spectro.png
Trap God,Hollywood Undead,Trap God,https://api.spotify.com/v1/tracks/20cqM9gHFS7IIAzwIkajK2,https://p.scdn.co/mp3-preview/a61c7c8f8afbfdb3b45a89f7c5dc98144b95d451?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/0CEFCo8288kQU7mJi25s6E,"['alternative', 'metal', 'modern', 'rock', 'nu', 'rap']",../data/audio/Trap God-Hollywood Undead.wav,../data/images/spectrograms/Trap God_Hollywood Undead_spectro.png
Pull From The Ghost,ERRA,Pull From The Ghost,https://api.spotify.com/v1/tracks/5X0o92ihmXE7KP5fcmNSFv,https://p.scdn.co/mp3-preview/9dba6bd3d28e2295a700c98c5ccc14658008556b?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/2UoOdQyBGyzrEfxcY77ce0,"['metal', 'melodic', 'metalcore', 'progressive']",../data/audio/Pull From The Ghost-ERRA.wav,../data/images/spectrograms/Pull From The Ghost_ERRA_spectro.png
No Hope 'Til Now,The Veer Union,No Hope 'Til Now,https://api.spotify.com/v1/tracks/0rsn2sc8LlIfTyePLigY8w,https://p.scdn.co/mp3-preview/4706cfcba44602effff5fe5799bcd91c9c8080d4?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/2WQQRKpu2PMLsHSrUJmyCS,"['alternative', 'metal', 'christian', 'rock', 'gymcore', 'hard', 'nu', 'post-grunge', 'post-hardcore']",../data/audio/No Hope Til Now-The Veer Union.wav,../data/images/spectrograms/No Hope Til Now_The Veer Union_spectro.png
Rest Your Head,Left to Suffer,And Dying Forever,https://api.spotify.com/v1/tracks/5odEwsdDs3TzkySwH3t78s,https://p.scdn.co/mp3-preview/35459dbbb8d0eaea26782051f6be3e63b68b6b6a?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/36d1uVy1ZuZWqfnsPxCUOk,['metalcore'],../data/audio/Rest Your Head-Left to Suffer.wav,../data/images/spectrograms/Rest Your Head_Left to Suffer_spectro.png
Spearmint Revolt,Norma Jean,Spearmint Revolt,https://api.spotify.com/v1/tracks/2k3Vtbkr80qEkmGle4NK37,https://p.scdn.co/mp3-preview/37c20f4a26b8eb36da0480c7b285cdb41cf09814?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/55b0Gfm53udtGBs8mmNXrH,"['metalcore', 'christian', 'hardcore', 'metal', 'mathcore', 'melodic', 'post-hardcore', 'screamo']",../data/audio/Spearmint Revolt-Norma Jean.wav,../data/images/spectrograms/Spearmint Revolt_Norma Jean_spectro.png
Alive or Only Burning,Blind Channel,Lifestyles of the Sick & Dangerous,https://api.spotify.com/v1/tracks/3OFbZftPhoSCFbxyNBzPF3,https://p.scdn.co/mp3-preview/8632622fc31430438a8197dbaaa52520b62e3ec3?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/3L58J6a7f0jyy2p6f3MSAs,"['oulu', 'metal', 'trancecore']",../data/audio/Alive or Only Burning-Blind Channel.wav,../data/images/spectrograms/Alive or Only Burning_Blind Channel_spectro.png
Summertown,Our Mirage,Summertown,https://api.spotify.com/v1/tracks/5M0jC2erbDuwYEM6PgiQ3I,https://p.scdn.co/mp3-preview/42dc769cfb347793d2cab7fbef821586b3b4a073?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/1QpYiCxy3p5Wz7HtomBqHU,"['post-hardcore', 'gymcore', 'metalcore']",../data/audio/Summertown-Our Mirage.wav,../data/images/spectrograms/Summertown_Our Mirage_spectro.png
Enigmatic Pandemonium,DeadSquad,Enigmatic Pandemonium,https://api.spotify.com/v1/tracks/34UhDLlXksoHP52Jx9SBOG,https://p.scdn.co/mp3-preview/867cb10dfe7a67611f6010dba9442aa329988b4b?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/2By8ec9DQOnN2aiiFyrQ82,"['death', 'metal', 'deathcore', 'hardcore', 'indie']",../data/audio/Enigmatic Pandemonium-DeadSquad.wav,../data/images/spectrograms/Enigmatic Pandemonium_DeadSquad_spectro.png
Embrace Oblivion,Fallujah,Embrace Oblivion,https://api.spotify.com/v1/tracks/1YT8OZlDypeadA1SUiHRLI,https://p.scdn.co/mp3-preview/c25595c4e0995b8f56e0ad6c909ad3ddd46fa9d7?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/3C5R32AIZlLfMa3uxLEYrU,"['black', 'deathcore', 'death', 'metal', 'djent', 'technical']",../data/audio/Embrace Oblivion-Fallujah.wav,../data/images/spectrograms/Embrace Oblivion_Fallujah_spectro.png
Call Me Snake,The 69 Eyes,Call Me Snake,https://api.spotify.com/v1/tracks/07a1Zu7zlJ5U0mxxIM2to5,https://p.scdn.co/mp3-preview/468251872920aa68b44e31e3b72874c493b9ac29?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/0Z1UczcSjwKNuv4HgdjH3b,"['dark', 'rock', 'hard', 'gothic', 'metal']",../data/audio/Call Me Snake-The 69 Eyes.wav,../data/images/spectrograms/Call Me Snake_The 69 Eyes_spectro.png
Diabolical Majesty,Revocation,Diabolical Majesty,https://api.spotify.com/v1/tracks/7LpG7xh1lmyS2hfE10JlKN,https://p.scdn.co/mp3-preview/f3a3a061e1aecef21f1c4d98710398a63d5835f3?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/4I9kzJ3Ew3qPoN66UPJUl3,"['metal', 'death', 'technical', 'thrash']",../data/audio/Diabolical Majesty-Revocation.wav,../data/images/spectrograms/Diabolical Majesty_Revocation_spectro.png
Reflections,VENUES,Reflections,https://api.spotify.com/v1/tracks/1Llt2DZh24nULvOmBj8Ooc,https://p.scdn.co/mp3-preview/54c359f799bcb400a1d53740d2d8ea22c596e061?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/21LZjxwncsHeKlwA2XPKEd,"['metalcore', 'post-hardcore', 'slayer']",../data/audio/Reflections-VENUES.wav,../data/images/spectrograms/Reflections_VENUES_spectro.png
Shine On,The Dead Daisies,Shine On,https://api.spotify.com/v1/tracks/6vcHKWopK07LS88BRO7qzQ,https://p.scdn.co/mp3-preview/44102ffa86cf61f54297fba2db39acc7bd72b089?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/6VDAPUov4yNDHyQlPqrpNH,"['hard', 'rock', 'modern', 'classic']",../data/audio/Shine On-The Dead Daisies.wav,../data/images/spectrograms/Shine On_The Dead Daisies_spectro.png
Terranova,Fallen Sanctuary,Terranova,https://api.spotify.com/v1/tracks/5VhPlhb70drRkEpwlLBGJD,https://p.scdn.co/mp3-preview/000da3aef31930a75c06ae6f98dfebc9c7a651b3?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/271v3QDZQPWL1htp4LieqS,"['melodic', 'metal', 'symphonic', 'power']",../data/audio/Terranova-Fallen Sanctuary.wav,../data/images/spectrograms/Terranova_Fallen Sanctuary_spectro.png
Without Warning,Altaria,Wisdom,https://api.spotify.com/v1/tracks/0jPZiYiy8K94HmgXVbzuaa,https://p.scdn.co/mp3-preview/d0d5cc20f0adc3ee0848f297c6325c44923f39c8?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/5SSKKiFbZXZeXH40mv0fsS,"['power', 'metal', 'melodic', 'neo', 'classical', 'symphonic']",../data/audio/Without Warning-Altaria.wav,../data/images/spectrograms/Without Warning_Altaria_spectro.png
World on Fire,Stratovarius,World on Fire,https://api.spotify.com/v1/tracks/4LyJfkFQTpMHRSj0rCBgdo,https://p.scdn.co/mp3-preview/eccaa4ac0532a61cdb08997ec2853d383489f3ba?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/1O8CSXsPwEqxcoBE360PPO,"['power', 'metal', 'melodic', 'neo', 'classical', 'progressive']",../data/audio/World on Fire-Stratovarius.wav,../data/images/spectrograms/World on Fire_Stratovarius_spectro.png
Damage Done,Bleeding Through,Rage,https://api.spotify.com/v1/tracks/3akrI54x0JHbERhlCT35bZ,https://p.scdn.co/mp3-preview/b1a268f5f3d302ef26bafa2102501dbbc49c83dc?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/41btkKEfOGIHsd7WNahMCi,"['deathcore', 'melodic', 'metalcore']",../data/audio/Damage Done-Bleeding Through.wav,../data/images/spectrograms/Damage Done_Bleeding Through_spectro.png
The Body,Bad Wolves,The Body,https://api.spotify.com/v1/tracks/0YbvjDVsEYEASJI8gS9UJ3,https://p.scdn.co/mp3-preview/0a4bd77a5bc73edf6cf482e87db38193d701d531?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/0eI3X5rAzHRZVe5FPk4MN1,"['alternative', 'metal']",../data/audio/The Body-Bad Wolves.wav,../data/images/spectrograms/The Body_Bad Wolves_spectro.png
Earth Shaker,Miss May I,Earth Shaker,https://api.spotify.com/v1/tracks/3EytQKQcbsuZrXTrpFcL4P,https://p.scdn.co/mp3-preview/d9f5ec88da5c7b7f28609c9a3e54578d592df82f?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/2OTuoIi28WybVbVcykc237,"['melodic', 'deathcore', 'metalcore', 'screamo']",../data/audio/Earth Shaker-Miss May I.wav,../data/images/spectrograms/Earth Shaker_Miss May I_spectro.png
White Washed - 2022,August Burns Red,White Washed & Composure 2022,https://api.spotify.com/v1/tracks/6Aco1hY5ciwgaWPFm7sTd1,https://p.scdn.co/mp3-preview/b7cdee6ac0622a88355440f51831c085052cb5ef?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/5p9CTsn5ueGU4oScNX1axu,"['christian', 'metal', 'metalcore', 'melodic', 'screamo']",../data/audio/White Washed  2022-August Burns Red.wav,../data/images/spectrograms/White Washed  2022_August Burns Red_spectro.png
SILENCE THE WORLD,Demon Hunter,SILENCE THE WORLD,https://api.spotify.com/v1/tracks/01Pair9pvTuMRBcKzpwJ2P,https://p.scdn.co/mp3-preview/dd3b7c915c519607c79a71969a013af0ad2cb0d5?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/6f3a43i1MJZwdjEpV1M0oH,"['alternative', 'metal', 'christian', 'rock', 'metalcore', 'melodic']",../data/audio/SILENCE THE WORLD-Demon Hunter.wav,../data/images/spectrograms/SILENCE THE WORLD_Demon Hunter_spectro.png
Crystalline - Orchestral Version,Amaranthe,Crystalline (Orchestral Version),https://api.spotify.com/v1/tracks/0bFinA1uwfCWJyNqAgWQVM,https://p.scdn.co/mp3-preview/1622f314883e6a533110cd309574648eaf60c3ac?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/2KaW48xlLnXC2v8tvyhWsa,"['gothic', 'symphonic', 'metal', 'power']",../data/audio/Crystalline  Orchestral Version-Amaranthe.wav,../data/images/spectrograms/Crystalline  Orchestral Version_Amaranthe_spectro.png
Fever,Citizen Soldier,Fever,https://api.spotify.com/v1/tracks/2FpylwTwA3dDi9eHbqHPIN,https://p.scdn.co/mp3-preview/d05f2fe6a1247a3fe31d6b9ece20766007946bfe?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/7fM0h2CG7zKqKc0jEa1b4R,['gymcore'],../data/audio/Fever-Citizen Soldier.wav,../data/images/spectrograms/Fever_Citizen Soldier_spectro.png
Zombie Inferno,Bloodbath,Zombie Inferno,https://api.spotify.com/v1/tracks/3kDii17lJocLG2jfWGzecS,https://p.scdn.co/mp3-preview/951d1250ed3e0df84111a34392fe08fcc7720fac?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/7eYmDBinb760MUIfoRdlGQ,"['black', 'metal', 'death', 'technical']",../data/audio/Zombie Inferno-Bloodbath.wav,../data/images/spectrograms/Zombie Inferno_Bloodbath_spectro.png
Break Me Down,Cemetery Sun,Break Me Down,https://api.spotify.com/v1/tracks/4Qgmwp20QeC0LFVK7cLo7v,https://p.scdn.co/mp3-preview/4b33e2f9959c473f411a1a66f5cf596baf17875c?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/2LiLNsS5rRWmnOSQM5F8Zz,"['modern', 'alternative', 'rock']",../data/audio/Break Me Down-Cemetery Sun.wav,../data/images/spectrograms/Break Me Down_Cemetery Sun_spectro.png
Quicksand (feat. Michael Swank),Outline In Color,Quicksand,https://api.spotify.com/v1/tracks/3B2lC0tHokLJuPOhKaLycU,https://p.scdn.co/mp3-preview/602815a8e98546bd863c10873b654c46bc1e4e69?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/6drAKOLWO1vzBrdmJmg5SE,"['melodic', 'metalcore', 'post-hardcore', 'screamo', 'trancecore']",../data/audio/Quicksand feat Michael Swank-Outline In Color.wav,../data/images/spectrograms/Quicksand feat Michael Swank_Outline In Color_spectro.png
Shade Astray,Invent Animate,Shade Astray,https://api.spotify.com/v1/tracks/4nsRC5m6nhWEGytiaDgewc,https://p.scdn.co/mp3-preview/7235f6ca40063581393f3740a82efd67dec8e223?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/3ALVPmg5sZexSVD2m9atEt,"['metalcore', 'melodic', 'progressive']",../data/audio/Shade Astray-Invent Animate.wav,../data/images/spectrograms/Shade Astray_Invent Animate_spectro.png
Leeches,Crazy Town,Leeches,https://api.spotify.com/v1/tracks/54wyAgc6pQzXTBOjgN38vg,https://p.scdn.co/mp3-preview/859366510cb493b6a8bc8cfef31b0ec8dc216c5d?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/4iSKnRZAxkmqNok6tv10Se,"['alternative', 'metal', 'groove', 'nu', 'rap', 'rock']",../data/audio/Leeches-Crazy Town.wav,../data/images/spectrograms/Leeches_Crazy Town_spectro.png
Your Love I'll Never Need,Ocean Sleeper,Your Love I'll Never Need,https://api.spotify.com/v1/tracks/228ijND7JwCIpNt8sYlHYW,https://p.scdn.co/mp3-preview/cbbbea7898b1deaff8f50173b4e37e337b38c4e4?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/04LbaB3D3XOMbfPnWmObAi,"['post-hardcore', 'metalcore']",../data/audio/Your Love Ill Never Need-Ocean Sleeper.wav,../data/images/spectrograms/Your Love Ill Never Need_Ocean Sleeper_spectro.png
Novocaine,ENMY,Novocaine,https://api.spotify.com/v1/tracks/0uCJ9qC5WypsI8ZmUAtjK7,https://p.scdn.co/mp3-preview/39b305bd9c0b962bee0695ddc4ccd3692a311f8c?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/0DJJrg8eUagEWZXFgwKJfM,"['gymcore', 'metalcore', 'post-hardcore']",../data/audio/Novocaine-ENMY.wav,../data/images/spectrograms/Novocaine_ENMY_spectro.png
Morbid Symphony,Ultra-Violence,Morbid Symphony,https://api.spotify.com/v1/tracks/7w0U82R0sbY4ta0MFDIbTH,https://p.scdn.co/mp3-preview/e9c2c579c0e1ff208f78ced67a4125b80c3e8615?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/6krhRWKGQ106VQGYdDFHAO,"['thrash', 'metal']",../data/audio/Morbid Symphony-UltraViolence.wav,../data/images/spectrograms/Morbid Symphony_UltraViolence_spectro.png
Dogma,Satyr,Totem,https://api.spotify.com/v1/tracks/5rLqQdNrDPZk4EM7Q4fzt7,https://p.scdn.co/mp3-preview/5c75d46b9a0be45ad33aca89bcdaca9d8e75b4c5?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/5ktYe9ZQMyLivSJbjEEEXy,"['progressive', 'post-hardcore']",../data/audio/Dogma-Satyr.wav,../data/images/spectrograms/Dogma_Satyr_spectro.png
Guiding Light,Horizon Ignited,Towards The Dying Lands,https://api.spotify.com/v1/tracks/7swJjRerIGDjEAz55QiQnJ,https://p.scdn.co/mp3-preview/bdeb020273650b33762c5bd0c94918fce169ab82?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/6ckq60ZYOQgb3qpcBIWt1E,"['melodeath', 'metal', 'metalcore', 'melodic', 'death']",../data/audio/Guiding Light-Horizon Ignited.wav,../data/images/spectrograms/Guiding Light_Horizon Ignited_spectro.png
Witching Hour,Witchery,Witching Hour,https://api.spotify.com/v1/tracks/1V36Hxv16qWjGvnK2FV4cO,https://p.scdn.co/mp3-preview/a97454f6e28a1678e17d5b2a38096ee5b473b204?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/0ucuxyPTAHv0TPkA1WBV10,"['black', 'metal', 'thrash', 'death']",../data/audio/Witching Hour-Witchery.wav,../data/images/spectrograms/Witching Hour_Witchery_spectro.png
Void,Speaking With Ghosts,At Its End,https://api.spotify.com/v1/tracks/4G1A4xyojFlt3gHCbdS9Tl,https://p.scdn.co/mp3-preview/20fb997c7e91038bd41124d99dc45024265d16fc?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/3Ocx919y0i0nsFkn3JRNGF,"['metalcore', 'melodic', 'post-hardcore']",../data/audio/Void-Speaking With Ghosts.wav,../data/images/spectrograms/Void_Speaking With Ghosts_spectro.png
Salve,Gaerea,Salve,https://api.spotify.com/v1/tracks/6HEJ9xtuuk5BL6av2Gs1Hx,https://p.scdn.co/mp3-preview/669c269e2cc6608b3c03b7f6fffcf2b141d40997?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/1wXoI3Ajpv4WwQ3LmcrSBw,"['metal', 'black']",../data/audio/Salve-Gaerea.wav,../data/images/spectrograms/Salve_Gaerea_spectro.png
Oak and Ash,Fellowship,Oak and Ash,https://api.spotify.com/v1/tracks/56MYyL0yLZdn6QdVInAODu,https://p.scdn.co/mp3-preview/9e3942fb60963432c1b18e13f56053503a1ca06a?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/3WDqn7WBcRoRE1IpEWNf3E,"['power', 'metal', 'melodic', 'symphonic']",../data/audio/Oak and Ash-Fellowship.wav,../data/images/spectrograms/Oak and Ash_Fellowship_spectro.png
Come Alive,Virtual Symmetry,Come Alive,https://api.spotify.com/v1/tracks/7zFcWdYvXTSO95T4ixAIN0,https://p.scdn.co/mp3-preview/98b296926ca830d3468c5aff08d90964b73404b7?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/3NC1AdGQMaRiX7s49I4vJy,"['progressive', 'metal']",../data/audio/Come Alive-Virtual Symmetry.wav,../data/images/spectrograms/Come Alive_Virtual Symmetry_spectro.png
Vultures of North,Orbit Culture,Vultures of North,https://api.spotify.com/v1/tracks/7EtQ5CqjSRgItuTYXeEtc9,https://p.scdn.co/mp3-preview/62bed48a422bbeaff6b8768b10cfcd913784f303?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/7k29FbDq69ju2fe6zTskxY,"['melodic', 'death', 'metal', 'melodeath']",../data/audio/Vultures of North-Orbit Culture.wav,../data/images/spectrograms/Vultures of North_Orbit Culture_spectro.png
Battle X City,"Our Hollow, Our Home",Battle X City,https://api.spotify.com/v1/tracks/4Y0D1Ak0xEC9RXCZdNjHjc,https://p.scdn.co/mp3-preview/4bf326029b94d3471dc8dbe700dd660f05911019?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/6zrSK4adBQJaCJuhGNKJEl,"['melodic', 'metalcore', 'post-hardcore']",../data/audio/Battle X City-Our Hollow Our Home.wav,../data/images/spectrograms/Battle X City_Our Hollow Our Home_spectro.png
Divination of Doom,Get The Shot,Divination of Doom,https://api.spotify.com/v1/tracks/1Smy8HFRuSdZ05b3hJwFEO,https://p.scdn.co/mp3-preview/516edebc4b9983fa871ddbc02251840e55f2be93?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/47YTOUaDKlPoDHr00r5Wu2,"['hardcore', 'punk']",../data/audio/Divination of Doom-Get The Shot.wav,../data/images/spectrograms/Divination of Doom_Get The Shot_spectro.png
Fly With Me,Brymir,Fly With Me,https://api.spotify.com/v1/tracks/2NlfJ813tbWw0zHms9C0UC,https://p.scdn.co/mp3-preview/fd3fe2a39fa0ab1969a16c1453523eb23f20ae53?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/3YDtlBGmfvE2Xw0avhHeK5,"['melodeath', 'metal', 'folk', 'melodic', 'death', 'symphonic']",../data/audio/Fly With Me-Brymir.wav,../data/images/spectrograms/Fly With Me_Brymir_spectro.png
The End,Five Finger Death Punch,AfterLife,https://api.spotify.com/v1/tracks/6hbAVcAB0mQVXMPubZnwuL,https://p.scdn.co/mp3-preview/c8708939f348d75d7efeba1762d7a2296a634a60?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/5t28BP42x2axFnqOOMg3CM,"['alternative', 'metal', 'groove', 'nu']",../data/audio/The End-Five Finger Death Punch.wav,../data/images/spectrograms/The End_Five Finger Death Punch_spectro.png
Waiting On The Sky To Change,STARSET,Waiting On The Sky To Change,https://api.spotify.com/v1/tracks/5qMSuD0mfQVQSA0CjifBi0,https://p.scdn.co/mp3-preview/7c58d4e584bd61621965cde78c2706e71fce9ff4?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/0kD8IT1CzF7js2XKM9lLLa,"['alternative', 'hard', 'rock']",../data/audio/Waiting On The Sky To Change-STARSET.wav,../data/images/spectrograms/Waiting On The Sky To Change_STARSET_spectro.png
Whatever,AVOID,Whatever,https://api.spotify.com/v1/tracks/3NLKLf0B5L6DLwKCylF5jC,https://p.scdn.co/mp3-preview/91f13ff7a2d54e8ceb5819a981e9e6eebb6b1a12?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/7rZJ1D1ERxrHNKTWwpZFVU,['metalcore'],../data/audio/Whatever-AVOID.wav,../data/images/spectrograms/Whatever_AVOID_spectro.png
60cm Of Steel,Alpha Wolf,The Lost & The Longing,https://api.spotify.com/v1/tracks/4USWAxwVE2dEbfotjAFYMU,https://p.scdn.co/mp3-preview/8bf6e8a2f8f1a5263f1336e7d897d6be93816c74?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/2tjnvrUmP46XNjFh9V0NGc,"['post-hardcore', 'metalcore', 'nu metalcore']",../data/audio/60cm Of Steel-Alpha Wolf.wav,../data/images/spectrograms/60cm Of Steel_Alpha Wolf_spectro.png
Thy Becoming Eternal,Behemoth,Thy Becoming Eternal,https://api.spotify.com/v1/tracks/5r8B8YKGEuWF91wB5E3kVL,https://p.scdn.co/mp3-preview/807a08da16ce7f4e0ba802eca12bcc08eabbab15?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/1MK0sGeyTNkbefYGj673e9,"['black', 'metal', 'death', 'folk']",../data/audio/Thy Becoming Eternal-Behemoth.wav,../data/images/spectrograms/Thy Becoming Eternal_Behemoth_spectro.png
Strong - Cinematic version,Amaranthe,Strong (Cinematic Version),https://api.spotify.com/v1/tracks/0BIDwcGB6NwadOqQrQ8MAf,https://p.scdn.co/mp3-preview/0866ce79821f8b47f56ecfe02c49a29e84ad246a?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/2KaW48xlLnXC2v8tvyhWsa,"['gothic', 'symphonic', 'metal', 'power']",../data/audio/Strong  Cinematic version-Amaranthe.wav,../data/images/spectrograms/Strong  Cinematic version_Amaranthe_spectro.png
Demons,Solence,Demons,https://api.spotify.com/v1/tracks/0rJF7VYOUPPIkcrVXCkWEI,https://p.scdn.co/mp3-preview/06d84287573883c39a47b0fd53831a9cca0b8de4?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/4fnono0JCZFAeeaecrI7kg,['post-hardcore'],../data/audio/Demons-Solence.wav,../data/images/spectrograms/Demons_Solence_spectro.png
Valleys of Gloam,Soilwork,Övergivenheten,https://api.spotify.com/v1/tracks/2xR9Zils7U9LEbtFNsBT5t,https://p.scdn.co/mp3-preview/098203d8e730aaa94bd2da7ded7f61ddc6d5c207?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/7wqP36o9lqWteOCxBnXlwx,"['alternative', 'metal', 'melodic', 'death', 'groove', 'metalcore', 'nu', 'melodeath']",../data/audio/Valleys of Gloam-Soilwork.wav,../data/images/spectrograms/Valleys of Gloam_Soilwork_spectro.png
GODLESS,Demon Hunter,GODLESS,https://api.spotify.com/v1/tracks/5hQYAOxNmbCtiA8Gt5hJAm,https://p.scdn.co/mp3-preview/df117c934ff6f67408571873dace89eba978be13?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/6f3a43i1MJZwdjEpV1M0oH,"['alternative', 'metal', 'christian', 'rock', 'metalcore', 'melodic']",../data/audio/GODLESS-Demon Hunter.wav,../data/images/spectrograms/GODLESS_Demon Hunter_spectro.png
Black Hole,Our Mirage,Black Hole,https://api.spotify.com/v1/tracks/0pNfjQmun4TkovFgLaJOR1,https://p.scdn.co/mp3-preview/b64619d0f6b6acd71581c01a027e1488699834ad?cid=016bbd488622437fa723a88f3f51b789,https://api.spotify.com/v1/artists/1QpYiCxy3p5Wz7HtomBqHU,"['post-hardcore', 'gymcore', 'metalcore']",../data/audio/Black Hole-Our Mirage.wav,../data/images/spectrograms/Black Hole_Our Mirage_spectro.png
